track_id,artists,album_name,track_name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
2B3EtzAgWYKIv5RYdCFPFb,Super Siah,I Love My Life,I Love My Life,40,0.896,0.468,-5.481,0.313,0.0905,0.0,0.11,0.392,0.6044121755994938,kids
0iBFRbtNvJLDSGdqhEFGNF,Kids Dance Party,Kids Dance Party,Chicken Dance,42,0.813,0.433,-11.038,0.0284,0.0231,0.613,0.091,0.907,0.3945564814358266,kids
2uyYcVToGd0P3twslT6Qzn,DJ Black Rock,Party Jams All Night,GDFR (Going Down for Real),20,0.669,0.758,-8.647,0.098,0.0644,0.00349,0.212,0.816,0.5995513041763226,kids
0OFx1KByHMgqAYsYnrMUVL,Patty Shukla,"Jump, Wiggle and Hop",Phonics Alphabet Song,35,0.797,0.296,-10.662,0.0571,0.61,3.49e-06,0.15,0.726,0.535114968032477,kids
1FSj3PsTEYUGtHRgk7p3QJ,Koo Koo Kanga Roo,Hot Sauce,Hot Sauce,22,0.954,0.717,-8.716,0.113,0.18,0.0,0.0366,0.798,0.5180546652860641,kids
0ugn8sibwvyf3HiIxL4yU3,Christopher Zondaflex Tyler,Candy Corn,Candy Corn,19,0.937,0.348,-15.618,0.249,0.152,0.0,0.192,0.664,0.398509277977746,kids
7B3E7own5mHwO3bVRf4z20,Kidsounds,Number Songs,Pirate Counting to Ten,32,0.897,0.688,-8.198,0.198,0.125,0.0,0.324,0.963,0.49321203753924037,kids
5cLdVww6EShUG7tuG3RuFV,Koo Koo Kanga Roo,"Cafetorium Songs, Vol. 2",Brrrrrrrrrrrr,22,0.862,0.611,-8.126,0.0642,0.00804,0.0359,0.0478,0.777,0.5424987262298046,kids
1es5dFE0XW5vfwNSAi0SoO,Spookie Blue,Nothing But Love,Nothing But Love,19,0.765,0.647,-11.348,0.0352,0.0559,0.00369,0.1,0.45,0.3780056867675821,kids
71shmiITd3Z1m9Gk1vWuCv,Koo Koo Kanga Roo,Slow Clap,Ink,21,0.795,0.988,-4.409,0.16,0.181,2.15e-06,0.228,0.889,0.5750908074881252,kids
41kNWhEOtC04LkRQwO5de3,The Palace Singers,Nursey Rhymes For A Little Prince,There Was An Old Lady,38,0.837,0.481,-9.106,0.0773,0.5,0.0,0.11,0.939,0.32883815722433146,kids
4QOZT2pX8DNcC81fa8p2fR,That Girl Lay Lay,Tha Cheat Code Reloaded,Go Lay Lay Go,21,0.977,0.606,-4.794,0.124,0.169,9.94e-05,0.883,0.774,0.47687490754893747,kids
1RNtN6KGi2gz6fL3cS3fMU,The Jamborees,The Wheels On the Bus,Wind the Bobbin Up,39,0.865,0.409,-12.19,0.0368,0.182,0.0,0.277,0.803,0.4926121328665582,kids
6D2DCGCJIwF01yYQ9uirb6,Debbie Doo,Roll Your Hands,Roll Your Hands,32,0.741,0.7,-7.358,0.0391,0.167,0.0,0.179,0.993,0.6405502687244219,kids
7x2ub50ab3I6Ykk2ZoDFsM,Kidsounds,Number Songs,Once I Caught a Fish Alive,33,0.808,0.498,-8.351,0.188,0.708,0.0,0.23,0.914,0.740565882681656,kids
3HYU72B4X6sUFpQxlwKzXI,Koo Koo Kanga Roo,"The Triangle of Success: A Motivational, Inspirational Audio Guide to Achieving Your Dreams",Positivity,21,0.6,0.844,-6.279,0.0873,0.000776,2.12e-05,0.0662,0.86,0.6575694821096921,kids
48pG4x2MWZUsBhqbl0y8eN,Amy Liz,Kid Hits,Goin' to the Zoo,43,0.649,0.296,-13.258,0.199,0.777,0.0,0.133,0.745,0.36799631839324165,kids
3AW2kdmgYF0WTltv9tyPw1,John Archambault and David Plummer,Chicka Chicka Boom Boom Series Volume Two - Dance and Sing With John & David,Brown Bear Brown Bear What Do You See?,41,0.844,0.218,-14.666,0.0371,0.615,0.0,0.098,0.697,0.4130960011833736,kids
6BQ4HfQWNWQr45C2UAQt0Z,Cupid;69 Boyz,Capricorn 2,Flex (Remix),21,0.705,0.618,-9.249,0.0623,0.0588,0.0,0.0488,0.726,0.24863583321006527,kids
06RouQ8MtzC4OUWXnVugei,Koo Koo Kanga Roo,Critters,Bee over There,20,0.826,0.908,-4.366,0.0724,0.0654,0.000202,0.125,0.853,0.5343013986818532,kids
7aJullbEquStpAgjgjw3IF,Patty Shukla,Roar Like a Lion!,"Stand Up, Sit Down",44,0.607,0.657,-6.418,0.0636,0.0723,0.083,0.0726,0.964,0.43555133704781157,kids
3jjlpV7nS2l5VhIAarWDuZ,Super Siah,Smile,Smile,19,0.878,0.607,-7.253,0.0692,0.376,2.11e-06,0.518,0.926,0.3947085120720543,kids
6wpIOliVZRyTFLTGQ1fmou,Dora The Explorer,Dora The Explorer,Bate Bate Chocolate,22,0.816,0.429,-6.386,0.206,0.128,0.0,0.0479,0.971,0.3298859359334681,kids
7Ch0DsT6zzaYVDXvFWzYnZ,Koo Koo Kanga Roo,Rad-Trospective,Wiggle It,20,0.631,0.912,-5.806,0.125,0.0453,1.36e-06,0.24,0.924,0.4528006508554805,kids
57VCE3cxTRDVgFmRCrROS6,Blake Rules;Netherfriends,Kids Trap 3,Bees,21,0.91,0.75,-8.506,0.334,0.22,0.0,0.138,0.525,0.5914073927978567,kids
3aCnWGT8DmlbpAV75McnZR,John Archambault and David Plummer,Chicka Chicka Boom Boom and Other Coconutty Songs,Chicka Chicka Boom Boom,50,0.88,0.379,-11.647,0.0493,0.819,0.0,0.0869,0.682,0.5558568775372681,kids
2ON9ukivpm8TbgRpYaabZd,Dora The Explorer,Dora The Explorer,Reach Up & Catch The Stars!,22,0.701,0.68,-5.713,0.317,0.24,0.000568,0.0383,0.766,0.5571922817744029,kids
040unQ5vM5PIeRQGzdtxxD,Rik Gaynor,Impressions of My Life,Livin Doll & the Young Ones,22,0.582,0.59,-7.363,0.0939,0.439,0.0,0.741,0.605,0.5218595401278701,kids
3ncqnPmVJbw4qjy7GSl98b,Grey Skye Evans,Be Like Grey,Be Like Grey,21,0.955,0.523,-8.46,0.232,0.0271,0.000174,0.0836,0.405,0.46836530085630224,kids
44le1WTgHKUu23bmV6oBll,Christopher Zondaflex Tyler,Mr Chris Hip Hop Dance Moves,Head Shoulders Knees & Toes,20,0.812,0.624,-14.324,0.102,0.0549,0.0,0.239,0.693,0.5098737734825699,kids
6SoE7V4XmRDNCXYa5nvu9o,Dora The Explorer,Dora The Explorer,Bouncy Ball,20,0.767,0.625,-6.802,0.252,0.506,0.0,0.0958,0.855,0.7183940634091021,kids
3jhpViY77j75H3wKuZ8n6b,Blake Rules;Netherfriends,Kids Trap 2,It's Cool to Be Different,21,0.845,0.313,-15.972,0.362,0.519,0.115,0.136,0.48,0.5747415479184129,kids
3ODxa71MJYzz0QveThJilo,Desmond Dennis,Cool Kids Jams,Do Cats Eat Ice Cream,20,0.731,0.476,-10.304,0.0339,0.664,4.43e-05,0.154,0.797,0.5166740627516724,kids
7rEU8fXG9VhwOQUeojzqJ3,Cooltime Kids,30 Kids' Halloween Party Tracks,Monster Mash,22,0.664,0.722,-4.758,0.112,0.268,0.0,0.153,0.839,0.5589837779202209,kids
5YRzeFvIc4yNhpzDcLKWvE,BadKidMacei;Badkidparis,Bossy,Bossy,21,0.914,0.723,-6.193,0.138,0.196,0.0,0.216,0.335,0.3903489308548231,kids
418on2ZuEfUW5yBMvEcZSW,Dora The Explorer,Dora The Explorer,Tenemos Amigos,20,0.667,0.723,-4.998,0.135,0.187,6.64e-06,0.556,0.962,0.7803609289482767,kids
5KyH42hUXPABfWo9pqUiY9,Desmond Dennis,Cool Kids Jams,Twinkle Twinkle Little Star,22,0.635,0.447,-10.303,0.0412,0.0809,0.0,0.108,0.234,0.3699850434725441,kids
21MOE0irQGA9RXf0z9SZyF,Dora The Explorer,Dora The Explorer,When You Grow Up What Will You Be?,20,0.648,0.668,-5.333,0.0365,0.0617,0.00105,0.273,0.851,0.7184885689397301,kids
7rvojCfj1DHGLzDWsYvXqy,Koo Koo Kanga Roo,Whoopty Whoop,Left 2 Right,22,0.918,0.905,-6.636,0.212,0.122,0.0,0.0555,0.625,0.5343178344263104,kids
07EUnP11bsIPm34LR5TbHs,BadKidMacei,Mentions,Mentions,19,0.798,0.843,-5.506,0.21,0.0882,0.0,0.304,0.657,0.3346851733149253,kids
4L3gudFA7H9VA89ryy6UKd,BadKidMacei,Good Good,Good Good,20,0.744,0.719,-5.749,0.0605,0.284,0.0,0.118,0.592,0.369668655391746,kids
4ipMwje2IK7SI7VDHvv3Ku,Grandmaster Slice,Electric Slide (Shall We Dance),Thinking Of You,20,0.755,0.347,-13.853,0.0792,0.154,2.99e-05,0.115,0.634,0.5697984977729567,kids
4hXRrgjpe31LRWa0cUYpvl,Cooltime Kids,KIDS PARTY,Fifty Nifty United States,22,0.435,0.351,-6.153,0.0422,0.54,0.0,0.0912,0.511,0.29988659336324636,kids
459zEyLxNPaoRKjOmLixGr,Big Mucci,Big Mucci the Bikers Shuffle & Line-Dance / Slide Collection,The Set Slide,22,0.898,0.404,-11.271,0.0801,0.0503,0.127,0.131,0.408,0.3862358858044475,kids
3SRGS8bzcEg3cfHE0yUfUa,Rik Gaynor,Party Dances/Mini Disco The Greatest Holiday Album Ever!,Chocolate (Chocco Chocco),21,0.586,0.844,-4.648,0.098,0.0166,0.0,0.115,0.787,0.31598951399503644,kids
1O5u9GJaKkZ3EvcIpqGePF,Choo Choo Soul,Choo Choo Soul,Jump Jump - Original Version,21,0.918,0.615,-4.732,0.225,0.077,7.92e-06,0.264,0.755,0.4230108640270861,kids
4k9A3Aoo4RoFNmvQSNjdvg,Cupid,2000s R&B Hits,Cupid Shuffle,22,0.785,0.582,-4.877,0.237,0.191,0.0,0.2,0.861,0.2949147806649902,kids
22AJbiMY5zaoeDwGK36X9S,Big Mucci,Big Mucci the Bikers Shuffle & Line-Dance / Slide Collection,Bikers Shuffle (Short Version),20,0.947,0.469,-11.665,0.518,0.00959,0.0,0.135,0.699,0.5075029173446411,kids
0sl9TMZhluc9ZzY7InTpaw,Christopher Zondaflex Tyler,Mr. Chris' Tap Music for Kids,The Paradiddle Song,21,0.955,0.253,-17.555,0.333,0.0133,0.0,0.0708,0.48,0.4150272011570764,kids
7GizF53H6JpwNWIEsZRuWC,Koo Koo Kanga Roo,Whoopty Whoop,Get Yo Body Movin',52,0.823,0.576,-7.225,0.0907,0.0292,0.000109,0.0465,0.943,0.5422562989990631,kids
40aF8upN1GeHQCcNFlDT9J,Ray Remesch,A Tooty Ta (Tootie Ta),A Tooty Ta (Tootie Ta),43,0.878,0.794,-5.733,0.226,0.312,0.0,0.184,0.485,0.5332536199727166,kids
2yebRaD95hu9fua2wnxj8X,Preschool Popstars,Daycare Dance Party,Before I Go to Sleep,16,0.684,0.288,-10.626,0.0532,0.951,9.13e-06,0.129,0.75,0.7552471114179117,kids
3EBvkRP3jtM9RbwjAO7Xju,Rock 'n' Rainbow,Let's Boogie!,Elephants Have Wrinkles,45,0.81,0.728,-5.994,0.114,0.349,0.0,0.274,0.811,0.5345068454875663,kids
0FJPOX240AUlc9y37Dyf5z,"Diego, Dora & Friends","Diego, Dora & Friends' Animal Jamboree",The Lion Sleeps Tonight,31,0.612,0.876,-4.799,0.0745,0.308,1.74e-06,0.325,0.694,0.546500830005095,kids
7qfQtrndDgwAdWviYa4eSl,Cupid;Stevie B,Capricorn,In My Eyes,19,0.775,0.712,-4.267,0.0488,0.524,1.54e-05,0.118,0.922,0.4642234932531269,kids
0nU0O7aPqJaYW9F02b2N5y,Babyboomboom,English and Mandarin Chinese,London Bridge (Lúndūn Dàqiáo),34,0.919,0.187,-13.599,0.082,0.907,0.0,0.101,0.484,0.4687926302121854,kids
429sDlTOAjudsmteXT8Wo6,Koo Koo Kanga Roo,The Everlasting Slumber Party,Food Fight,19,0.716,0.776,-7.161,0.343,0.0626,0.0,0.22,0.669,0.5001438127639991,kids
0kWbgiIwsyYOyIfpDfHqPB,Cupid,Positopia,Old School,18,0.75,0.946,-4.489,0.222,0.0455,0.0,0.34,0.701,0.3748376970234866,kids
0whtrgZYUHHKd1OGmb9FbE,Koo Koo Kanga Roo,Face Mask,Face Mask,19,0.91,0.776,-6.669,0.151,0.058,1.15e-06,0.131,0.619,0.4107785612149302,kids
1YTn0w1R6mwLZlIoi39Yqr,Koo Koo Kanga Roo,Slow Clap,Forklift,19,0.773,0.954,-5.444,0.118,0.000408,0.0194,0.0474,0.335,0.5341904574067683,kids
2ESRthiDJxNbexUCzuwsTW,Koo Koo Kanga Roo;Ali Fisch,Celebrate This!,Puppy,18,0.658,0.745,-5.701,0.0399,0.419,1.89e-06,0.111,0.635,0.6162376937363377,kids
2mIfukfnSxDiMbh9xOxeZN,Pj Panda,"The New Nursery Rhymes, Vol. 1",Baby Shark (Trap Remix),37,0.914,0.465,-10.14,0.0732,0.00174,0.000798,0.319,0.273,0.5179765954998932,kids
0fiYCEu3trcgE5H8BANSlH,Koo Koo Kanga Roo,The Everlasting Slumber Party,Lava Tag,19,0.669,0.918,-3.603,0.274,0.387,0.0,0.0834,0.738,0.7145645349506106,kids
1uicAMd92L78v3IWOWk3wv,Koo Koo Kanga Roo,Critters,I Speak Whale,19,0.569,0.485,-9.529,0.179,0.0415,0.00325,0.0769,0.329,0.492986046052956,kids
194siU0hrfv77S1PZUea45,Dora The Explorer,Dora The Explorer,Super Spies!,20,0.648,0.838,-5.466,0.0684,0.000377,0.000982,0.232,0.686,0.4561042354913466,kids
40OHlrykUVxbIp1OUcOr3U,Coach Kody,DRACULA: A Children's Story,DRACULA: A Children's Story,18,0.605,0.269,-12.945,0.491,0.67,0.0,0.113,0.693,0.7364240750784806,kids
4gQJDFLFkF7r7DIEVnUHpL,Top of the Bus,Our Children's Favourite Music - Lullabies and Nursery Rhymes,I Can Sing a Rainbow,19,0.523,0.29,-10.195,0.0302,0.979,0.000259,0.137,0.515,0.4422899922752001,kids
1qqRpJpaTVytvjLJk03M7K,BadKidMacei,CUT THE PLAY,CUT THE PLAY,18,0.915,0.548,-7.15,0.326,0.0048,0.0,0.187,0.538,0.554205085219335,kids
3D6hHpKJ9TBLtIuOO8e2co,Top of the Bus,Our Children's Favourite Music - Lullabies and Nursery Rhymes,Hickory Dickory Dock,19,0.583,0.269,-9.519,0.173,0.913,0.0127,0.0772,0.366,0.740487812895485,kids
5T2zKpeKkIrmMoT94jGTMu,Desmond Dennis,Cool Kids Jams 3,Bingo Was His Name-O,18,0.778,0.269,-12.232,0.0353,0.0889,0.0,0.0528,0.915,0.4089952829413408,kids
0q5kdv0O7Z1Y6lDcX28pny,Electric Slide DJ's,ELECTRIC SLIDE DANCE PARTY,Electric Slide - Dance Party Mix,17,0.671,0.91,-6.734,0.0319,0.000567,0.0,0.103,0.595,0.4726303765429055,kids
3ShC53DOW23MU48yqA7mqP,KD Da Kid,Do My Thang,Do My Thang,18,0.751,0.679,-7.434,0.0951,0.0392,0.0,0.188,0.358,0.6161349703334812,kids
3JF1fSgyzIYyDYD4VDQJN9,Dora The Explorer,Dora The Explorer,The Chicken Dance,19,0.93,0.588,-7.501,0.0685,0.75,0.0085,0.334,0.979,0.4441677760794175,kids
1UyaL82skjp3Og9AQvemQB,The Party Cats,Halloween Party Canzoni per Bambini 2022,Macarena,0,0.726,0.694,-11.966,0.0478,0.00112,1.15e-06,0.258,0.961,0.4240545338001085,kids
6ZSMbNa2ZSmLR7LlC5Bz0m,Blake Rules;Netherfriends,Kids Trap (In the House),Dance Party in the House,17,0.913,0.604,-11.38,0.102,0.474,0.0624,0.101,0.616,0.49711552684778854,kids
5SRrwyXYwNscEbt3rt8sLm,Mixx Master Lee,The Mississippi Cha Cha Slide A.K.A. STOMP 2007,Featuring Mixx Master Lee & Red Rum (Blues Short Mix),18,0.897,0.761,-6.387,0.0826,0.0795,0.0,0.0926,0.815,0.46842282596190193,kids
18tRIlHaFI2E3BbtSl8KgD,KD Da Kid,Puppy Love,Puppy Love,18,0.683,0.517,-8.594,0.399,0.106,0.0,0.116,0.445,0.3905461597883076,kids
4KbciHjmv2sxSinA4dCPH2,Dora The Explorer,Dora The Explorer,Hurry! Hurry!,19,0.647,0.539,-4.979,0.0321,0.082,7.01e-05,0.31,0.711,0.45275134362210934,kids
01AB5JpnYb6wg85FootI8F,Desmond Dennis,Cool Kids Jams 2,Baby Shark - Soul Version,18,0.667,0.728,-6.913,0.184,0.0477,0.0,0.164,0.363,0.619056423910721,kids
7vEo0WJ9v7eNZNSpdXNdCj,The Party Cats,Twisted Halloween Hits,This Is Halloween,0,0.589,0.468,-7.58,0.0519,0.741,0.0,0.109,0.443,0.6886124944529363,kids
7KLZJ9om1VXnM9n9q2oX8x,The Party Cats,Para pedir dulces,Addams Groove,0,0.97,0.92,-6.413,0.138,0.00669,0.0,0.0309,0.78,0.49307233371135545,kids
5JoV4yws6vGK9rWILap2AK,"Christopher ""Zondaflex"" Tyler",Zonda Dance Hip Hop 101,Jump,19,0.971,0.879,-6.644,0.208,0.175,0.0,0.048,0.937,0.4801743832486893,kids
3IKuHHOAE5utFHTuFc1MTh,The Party Cats,Halloween Party Canzoni per Bambini 2022,Cotton Eye Joe,0,0.669,0.979,-9.201,0.0574,0.013,1.42e-06,0.363,0.467,0.5430780862219153,kids
1OBhaUgb9letYZVchKj2TE,Dora The Explorer,Dora The Explorer,Feliz Cumpleanos,19,0.915,0.525,-6.448,0.373,0.563,0.0,0.193,0.937,0.4431939582203376,kids
7AcjqEFYm6FkH6L0uvIjxD,The Party Cats,Pumpkin Patch Hits,This Is Halloween,0,0.589,0.468,-7.58,0.0519,0.741,0.0,0.109,0.443,0.6886124944529363,kids
2XQzNolwlP2eH2ejLlUcem,Desmond Dennis,Cool Kids Jams,Daddy Minion,18,0.698,0.697,-9.292,0.0325,0.0239,1.71e-06,0.389,0.903,0.5751401147214964,kids
18Q6eRrnN2AGuE3XiprbNg,Mini Pop Kids,Mini Pop Kids 18,Savage Love,41,0.742,0.598,-6.534,0.0596,0.326,0.0,0.093,0.679,0.4624073434906234,kids
1l8zeV8TNaTfh2KyR6qdWs,Dora The Explorer,Dora The Explorer,The City Of Lost Toys,19,0.75,0.662,-4.935,0.0307,0.219,0.000763,0.168,0.569,0.46875154085104287,kids
0JEJLbC7QFbQmOMbRy53qM,KD Da Kid,From Da Bottom,From Da Bottom,17,0.715,0.586,-6.819,0.145,0.21,0.0,0.253,0.432,0.6736354223164538,kids
7aKokTj18vNI3FyasytThE,The Party Cats,Para pedir dulces,This Is Halloween,1,0.589,0.468,-7.58,0.0519,0.741,0.0,0.109,0.443,0.6886124944529363,kids
1SvBC8FwVHDXZVvymltMkp,The Party Cats,Tutti in piscina Canzoni per bambini,Macarena,0,0.726,0.694,-11.966,0.0478,0.00112,1.15e-06,0.258,0.961,0.4240545338001085,kids
3vgB435VxBLYWhwAOGoBGV,Christopher Zondaflex Tyler,Zonda Kids Dance: Tap for Little Ones,The Weather Song,19,0.477,0.313,-19.6,0.594,0.714,0.0,0.383,0.266,0.30067550909718455,kids
6uec55cQ6MIDLGXZ8WM4m8,The Party Cats,Halloween y diversión para peques,This Is Halloween,0,0.589,0.468,-7.58,0.0519,0.741,0.0,0.109,0.443,0.6886124944529363,kids
7Ek5N778ccoVtiSOxzAmfh,The Party Cats,Tutti in piscina Canzoni per bambini,Pump Up The Jam,0,0.705,0.866,-10.683,0.0405,0.00109,0.00263,0.0601,0.83,0.5119076968591293,kids
7Ls1lJltAiAlRjQEfdp12r,The Party Cats,Halloween y diversión para peques,Casper The Friendly Ghost,0,0.551,0.857,-5.358,0.0369,0.0101,8.3e-06,0.12,0.919,0.6699784691747612,kids
6BVR77rH0xvxSyol4lctmT,The Party Cats,Para pedir dulces,Casper The Friendly Ghost,0,0.551,0.857,-5.358,0.0369,0.0101,8.3e-06,0.12,0.919,0.6699784691747612,kids
2qMD3uFyeh7o7lyIakCvOr,Christopher Zondaflex Tyler,Mr. Chris' Tap Music for Kids,Shuffle,19,0.966,0.851,-11.713,0.091,0.033,0.0179,0.0529,0.867,0.5299993425702217,kids
5zd5E997WvnVztMHoO5BM3,The Party Cats,Kids Theme Songs,Paw Patrol Opening Theme,0,0.729,0.84,-7.395,0.0274,0.0162,0.0,0.0761,0.771,0.4518843581020002,kids
3nY9k07g4jnP67ZtXlqRXF,The Party Cats,Upbeat Kids Songs!,You Are The Music In Me,0,0.626,0.849,-5.827,0.0324,0.00334,1.13e-05,0.0535,0.638,0.5833703137583617,kids
39uJdILkE2AWPiwRfKFPHY,Dora The Explorer,Dora The Explorer,We Did It!,30,0.84,0.797,-5.566,0.0391,0.381,0.000828,0.0467,0.976,0.5961449961376001,kids
6Q5wVfCWCn5xVtcaAezqsV,Dora The Explorer,Dora The Explorer,I'm The Map!,29,0.79,0.642,-9.359,0.0825,0.689,0.248,0.0779,0.943,0.27736551452098024,kids
7yCr4kSUMcc5uBekXOFaZU,Patty Shukla,Sing and Play,S.T.O.P.,35,0.805,0.739,-4.108,0.145,0.232,0.000195,0.0702,0.776,0.6371521785579277,kids
449gx2NsBLIt5v7nnGhQpV,Dora The Explorer,Dora The Explorer Party Favorites,Wheels On The Bus,33,0.693,0.907,-3.379,0.0828,0.0601,0.00281,0.498,0.779,0.6371480696218135,kids
19EGsATdnnFYtWyiO1ArIr,Patty Shukla,I Like to Dance and Sing,Pop the Bubbles,33,0.82,0.721,-5.641,0.0906,0.48,4.29e-06,0.129,0.904,0.3904804168104794,kids
1YPYeicDpZry6k7tTD5tTp,Patty Shukla,Nursery Rhymes with Patty,Finger Family,31,0.785,0.697,-7.192,0.0335,0.522,0.0,0.0795,0.862,0.3943469256939993,kids
0ldDBvRcITpUxmrFR2OUzY,Ray Remesch;Jules Barringer,"EFlashApps Nursery Rhymes, Vol. 3",Pussycat Pussycat Where Have You Been,15,0.69,0.25,-6.398,0.0498,0.657,0.000313,0.127,0.854,0.6967769505119734,kids
3y6sOvZqWNF8NuYCPjeWHH,Pj Panda,The Litsy Bitsy Spider,The Litsy Bitsy Spider,16,0.765,0.663,-8.387,0.0418,0.0055,0.0,0.116,0.228,0.6161678418223954,kids
6gwhF3t8taMbjpklXAgwMN,Koo Koo Kanga Roo,"Cafetorium Songs, Vol. 1",Pop See Ko,50,0.901,0.76,-12.316,0.84,0.298,0.0,0.966,0.638,0.550683726969413,kids
2wszvTynYUgtdswbsEc8b2,Koo Koo Kanga Roo,Whoopty Whoop,Superheroes Unite,47,0.681,0.699,-5.687,0.0848,0.0954,0.0,0.339,0.92,0.5503262495274723,kids
3t8LXk5lQK79NEQeMaBfC0,"Diego, Dora & Friends","Diego, Dora & Friends' Animal Jamboree",Down By The Bay,33,0.837,0.603,-4.819,0.163,0.141,0.0,0.146,0.932,0.40630803872261395,kids
3eT15LFyAxHNPXmZAoppmU,Jack Hartmann,Math in Motion,Counting 1 to 20,18,0.929,0.439,-9.199,0.0945,0.467,0.0,0.0818,0.763,0.4604227273474352,kids
78pm0ne5k4XxnpmL1GvMiT,Amy Liz,Kid Hits,I Am A Pizza,39,0.636,0.293,-10.173,0.0316,0.376,0.0,0.593,0.692,0.5342931808096248,kids
5E68Eakjh74fk59dOhv8VX,Blake Rules;Netherfriends,Kids Trap 3,Puppies,17,0.72,0.558,-9.389,0.425,0.841,0.00695,0.11,0.113,0.34431241063063955,kids
0L0OEEtf9fK15cFAsH2JYo,Koo Koo Kanga Roo,"The Triangle of Success: A Motivational, Inspirational Audio Guide to Achieving Your Dreams",B-E-L-I-E-V-E,17,0.809,0.737,-6.41,0.128,0.0142,0.0,0.0343,0.786,0.38618657857107636,kids
69ZFDbHOC12V9ISab6QHkv,Cupid,This Is A Challenge,Cupid Shuffle - Challenge Version,17,0.785,0.582,-4.877,0.237,0.191,0.0,0.2,0.861,0.2949147806649902,kids
0ENyfuMyjlMDbBomuGqWb1,Koo Koo Kanga Roo,Viral: Songs About Cats and Stuff,"I Spent $10,000 on My Cat's Birthday",17,0.822,0.413,-11.341,0.112,0.0222,0.0,0.0307,0.834,0.5339809016649408,kids
2AsSyxzmhaTkHEZZ5EQonO,That Girl Lay Lay,Tha Cheat Code Reloaded,Cheat Code,17,0.881,0.698,-6.102,0.0539,0.172,0.0,0.104,0.311,0.5218184507667275,kids
0YAgoTdhxPQtNOihbxqjDB,Secret Agent 23 Skidoo,Easy,Gotta Be Me,17,0.9,0.823,-6.23,0.244,0.148,0.0,0.0895,0.728,0.4109881169567575,kids
1H0MI5AY0Rt0Uh6mhvazMQ,Cupid;Shirley Murdock,2 Step on My Haters,2 Step on My Haters,17,0.88,0.588,-7.402,0.122,0.0776,0.0,0.0891,0.934,0.38634682707953255,kids
7KVQff4bIdHI6X6DX11H4J,Blake Rules;Netherfriends,Kids Trap 3,Wash Your Hands,17,0.778,0.4,-10.231,0.158,0.228,0.0,0.338,0.624,0.3083016945252535,kids
30EjuQiAin1BuaHUrHjpF3,That Girl Lay Lay;Tha Slay Gang,Recess Is Over,Come to Win,17,0.797,0.534,-8.082,0.219,0.00562,0.0,0.0837,0.461,0.3212530611574051,kids
3uiYfNX1i6HEAguckOOdxV,Top of the Bus,30 Songs for Children - Favourite Classics and Future Hits,Sleeping Bunnies (Hop Hop Hop),38,0.655,0.242,-6.826,0.373,0.811,2.64e-06,0.159,0.497,0.5233880643623753,kids
2l7ZVOcQZWGLclBfZfB8UG,Dora The Explorer,Dora The Explorer,The Happy Song,17,0.799,0.602,-5.278,0.0438,0.327,0.00945,0.291,0.698,0.4558289367716911,kids
2TfF7L9W79OdDaxdp2pKMo,Desmond Dennis,Kids Dance Jams,Dance in the Playroom,16,0.876,0.798,-6.523,0.0799,0.179,0.0169,0.153,0.796,0.4736411748270138,kids
4sJe3vnsQxwTa9Vt9iw5mq,Fresh The Clowns,Ftc Challenge,Ftc Challenge,17,0.824,0.928,-4.154,0.382,0.0218,8.64e-05,0.643,0.577,0.6572982923261509,kids
2Z25qVVPe1JN47jyxiR8pv,Dora The Explorer,Dora The Explorer,Do The Robot Walk,17,0.93,0.565,-6.567,0.113,0.0475,0.364,0.0863,0.729,0.46388656049175747,kids
1kH1vKhV9jE74jAs0DyS5f,Blake Rules;Netherfriends,Kids Trap (In the House),Baking Cookies,16,0.968,0.493,-13.169,0.223,0.0311,1.22e-06,0.119,0.805,0.5343794684680242,kids
4D4oe4adgs7PG0lHKEmyIk,Koo Koo Kanga Roo,Whoopty Whoop,Pogo,16,0.737,0.597,-6.489,0.125,0.00531,0.0,0.205,0.81,0.5176396627385237,kids
6T385iw5Pnwt2MKwPEbdbp,Fresh The Clowns,How Fast (#FTCChallenge),How Fast (#FTCChallenge),17,0.732,0.703,-5.505,0.134,0.00379,0.0,0.144,0.453,0.5958244991206877,kids
6MZ5ce7eKIaLmuAbhnj38A,Dora The Explorer,Dora The Explorer,Mary Had A Little Lamb,17,0.754,0.408,-6.456,0.0446,0.668,0.0,0.172,0.799,0.31338444849859476,kids
4rRkPX2plBpsPbpKlCl7gk,Dora The Explorer,Dora The Explorer,Goin' On A Berry Hunt,17,0.885,0.734,-6.771,0.0356,0.00241,0.00391,0.284,0.51,0.4565438916555725,kids
0JCcvHPutoAWei5bEGckEC,Lani Love;KD Da Kid,BE MY VALENTINES (REMIX),BE MY VALENTINES - REMIX,17,0.57,0.419,-15.204,0.433,0.188,0.0,0.0886,0.375,0.33212119717962624,kids
4bF6eFN14W2zkyeOSmmOSi,Babyboomboom,English and Mandarin Chinese,"Heads, Shoulders, Knees and Toes (Tóu Jiānbǎng Xī Jiǎozhǐ)",18,0.678,0.179,-19.458,0.598,0.796,0.0,0.289,0.772,0.45244317341353973,kids
